date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:59	111722/111722	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1b46a%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html	(from )
13:50:00	447/447	---M--	200	added ('OK')	text/plain	etag:%226745c97f-1bf%22	https://demos.themeselection.com/robots.txt		(from )
13:50:01	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2004%20Dec%202024%2006:50:01%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/eProjectS2/eco/www.googletagmanager.com/gtm.15445.delayed	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:02	31173/31173	---M--	200	added ('OK')	text/css	etag:%2266854d74-79c5%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/fonts/flag-icons.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/fonts/flag-icons.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:03	117095/117095	---M--	200	added ('OK')	text/css	etag:%2266854d74-1c967%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/fonts/remixicon/remixicon.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/fonts/remixicon/remixicon.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:03	4080/4080	---M--	200	added ('OK')	text/css	etag:%2266854d74-ff0%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/node-waves/node-waves.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/node-waves/node-waves.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:04	47093/47093	---M--	200	added ('OK')	text/css	etag:%2266854d74-b7f5%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/css/rtl/theme-default.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/css/rtl/theme-default.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:05	2653/2653	---M--	200	added ('OK')	text/css	etag:%2266854d74-a5d%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/css/demo.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/css/demo.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:05	5468/5468	---M--	200	added ('OK')	text/css	etag:%2266854d74-155c%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/perfect-scrollbar/perfect-scrollbar.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:09	1787/1787	---M--	200	added ('OK')	text/css	etag:%2266854d74-6fb%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/typeahead-js/typeahead.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/typeahead-js/typeahead.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:09	19811/19811	---M--	200	added ('OK')	text/css	etag:%2266854d74-4d63%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/apex-charts/apex-charts.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/libs/apex-charts/apex-charts.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:10	803748/803748	---M--	200	added ('OK')	text/css	etag:%2266854d74-c43a4%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/css/rtl/core.css	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/css/rtl/core.css	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:11	23045/23045	---M--	200	added ('OK')	application/javascript	etag:%2266854d74-5a05%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/js/helpers.js	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/js/helpers.js	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:11	43972/43972	---M--	200	added ('OK')	application/javascript	etag:%2266854d74-abc4%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/js/template-customizer.js	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/vendor/js/template-customizer.js	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:11	1240/1240	---M--	200	added ('OK')	application/javascript	etag:%2266854d76-4d8%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/js/config.js	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/assets/js/config.js	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:11	111273/111273	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1b2a9%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/dashboards-crm.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/dashboards-crm.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:12	112668/112668	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1b81c%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-dashboard.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:12	105586/105586	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-19c72%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-logistics-dashboard.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-logistics-dashboard.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:12	95503/95503	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-1750f%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-academy-dashboard.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-academy-dashboard.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:13	76539/76539	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-12afb%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-collapsed-menu.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-collapsed-menu.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:13	76360/76360	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-12a48%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-content-navbar.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-content-navbar.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:13	76749/76749	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-12bcd%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-content-navbar-with-sidebar.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-content-navbar-with-sidebar.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:14	32297/32297	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-7e29%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-without-menu.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-without-menu.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:14	51674/51674	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-c9da%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-without-navbar.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-without-navbar.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:15	76347/76347	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-12a3b%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-fluid.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-fluid.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:15	76371/76371	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-12a53%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-container.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-container.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:16	5360/5360	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-14f0%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-blank.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/layouts-blank.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:16	128898/128898	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1f782%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-email.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-email.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:16	105727/105727	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-19cff%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-chat.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-chat.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:17	84306/84306	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-14952%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-calendar.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-calendar.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:17	87451/87451	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1559b%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-kanban.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-kanban.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:17	80253/80253	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1397d%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-product-list.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-product-list.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:17	98468/98468	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-180a4%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-product-add.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-product-add.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:19	81971/81971	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-14033%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-category-list.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-category-list.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:20	79287/79287	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-135b7%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-order-list.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-order-list.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:21	99285/99285	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-183d5%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-order-details.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-order-details.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:25	83362/83362	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-145a2%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-all.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-all.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:29	94855/94855	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-17287%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-overview.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-overview.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:34	97834/97834	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-17e2a%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-security.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-security.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:34	123345/123345	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1e1d1%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-billing.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-billing.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:35	94842/94842	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1727a%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-notifications.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-customer-details-notifications.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:35	80945/80945	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-13c31%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-manage-reviews.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-manage-reviews.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:36	82031/82031	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1406f%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-referral.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-referral.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:36	90975/90975	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1635f%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-detail.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-detail.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:36	94304/94304	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-17060%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-payments.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-payments.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:37	83561/83561	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-14669%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-checkout.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-checkout.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:38	86811/86811	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1531b%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-shipping.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-shipping.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:39	83910/83910	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-147c6%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-locations.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-locations.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:39	87887/87887	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1574f%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-notifications.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-ecommerce-settings-notifications.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:40	96462/96462	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-178ce%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-academy-course.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-academy-course.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:40	90707/90707	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-16253%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-academy-course-details.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-academy-course-details.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:40	92500/92500	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-16954%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-logistics-fleet.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-logistics-fleet.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:41	79380/79380	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-13614%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-list.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-list.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:41	89993/89993	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-15f89%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-preview.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-preview.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:41	96647/96647	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-17987%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-edit.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-edit.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:42	93801/93801	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-16e69%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-add.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-invoice-add.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:42	85145/85145	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-14c99%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-list.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-list.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:42	97348/97348	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-17c44%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-account.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-account.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:43	98613/98613	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-18135%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-security.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-security.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:43	113878/113878	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1bcd6%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-billing.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-billing.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:44	95677/95677	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-175bd%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-notifications.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-notifications.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:44	98620/98620	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-1813c%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-connections.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-user-view-connections.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:44	108157/108157	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-1a67d%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-access-roles.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-access-roles.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:45	80682/80682	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d73-13b2a%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-access-permission.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/app-access-permission.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
13:50:45	97451/97451	---MCZ	200	added ('OK')	text/html	etag:W/%2266854d74-17cab%22	https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/pages-profile-user.html	D:/eProjectS2/eco/demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/pages-profile-user.html	(from https://demos.themeselection.com/materio-aspnet-core-mvc-admin-template/html/vertical-menu-template/index.html)
